Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Upsell Discount (product.metafields.app--34646425601--orderediting.editing_sales_channel_discount_percentage),The order of the upsell products. (product.metafields.app--34646425601--orderediting.product_sorting_index),Activity (product.metafields.custom.activity),Bundle Products (product.metafields.custom.bundle_products),Category Metafield Colour (product.metafields.custom.category_metafield_colour),Hot spots  (product.metafields.custom.hot_spots),Outlet (product.metafields.custom.outlet),Parent product for bundle (product.metafields.custom.parent_product_for_bundle),Products Size Chart (product.metafields.custom.products_size_chart),Product Swatch Image (product.metafields.custom.product_swatch_image),Sibling (product.metafields.custom.sibling),Variation products (product.metafields.custom.variation_products),Variation value (Colour) (product.metafields.custom.variation_value),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / MIddle East,Price / MIddle East,Compare At Price / MIddle East,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / United States,Price / United States,Compare At Price / United States,Status
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269293_756ae4f3-91c3-43af-8b82-9edc44b1fa80.jpg?v=1770824986,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269294_4eb4ba3a-aab7-4ed2-bd57-a8cd9e8e08e4.jpg?v=1770824986,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269295_3e33d913-d431-47ab-a13b-7be86fdfb1b3.jpg?v=1770824986,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269297_0bc85a0a-62ec-40d2-8833-93a1ef3d1be0.jpg?v=1770824986,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269298_2878d233-fa86-4d5b-abca-5408d6beb96c.jpg?v=1770824985,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269299_02ef4792-8504-454e-9136-c720941f2061.jpg?v=1770824986,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-gridded-fleece-tracksuit-storm-blue-deep-ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2701269301_9d865f57-4ac8-498f-adfe-051ff820d5fa.jpg?v=1770824986,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-mocha,Rapid Dash Essentials 2.0 Twinset - Mocha,"<p data-start=""89"" data-end=""456"">The Rapid Dash Essentials 2.0 twinset combines the Rapid Dash Tee, designed for breathable, all-day wear, with the Essentials 2.0 Short, crafted for mobility and ease. Perfect for training sessions, weekend runs, or casual street style, this set keeps you cool, comfortable, and ready to move.</p>
<p data-start=""458"" data-end=""477"">Key Features:</p>
<ul>
<li data-start=""480"" data-end=""559"">Rapid Dash Tee: Lightweight, moisture-wicking fabric for all-day comfort.</li>
<li data-start=""562"" data-end=""649"">Essentials Short: Flexible fit with a secure waistband for unrestricted movement.</li>
<li data-start=""652"" data-end=""718"">Versatile Style: Designed to be worn together or separately.</li>
<li data-start=""721"" data-end=""795"">Performance-Ready: Ideal for workouts, athleisure, or everyday wear.</li>
</ul>
<p data-start=""559"" data-end=""680"" data-is-last-node="""" data-is-only-node="""">This set comprises of the Rapid Dash 2.0 Tee and the Essentials 2.0 Shorts.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BUNDLE, BUNDLES, Connell, NEW IN, Nosto New In Test, Peak, Runners, RUNNING, RUNNING AND TRAINING, SET, SETS",true,Size,XS,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-XS,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267470_33b03c55-cf32-488c-8a31-1dec5cf51b3f.jpg?v=1771252214,1,"",false,,,,,,essentials-2-short-mocha; rapid-dash-tee-mocha,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/pale_taupe.png?v=1752156425,rapid-dash-essentials-2-0-twinset-mocha; rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,,,,,,,essentials-2-short-mocha; rapid-dash-tee-mocha,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-essentials-2-0-twinset-mocha,,,,,,,,,S,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-S,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267469_d1bc5f57-8351-4ce6-a144-c0c5e5690302.jpg?v=1771252214,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-mocha,,,,,,,,,M,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-M,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267465_e2d198a0-3ba0-4ca4-9124-ce0edeadd87f.jpg?v=1771252214,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-mocha,,,,,,,,,L,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-L,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267468_14f76436-5e9a-4c04-82ea-1418855f4ee1.jpg?v=1771252214,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-mocha,,,,,,,,,XL,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-XL,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267471_47b96f56-11e9-4d28-84c3-6a33979029c3.jpg?v=1770825054,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-mocha,,,,,,,,,XXL,,,,,,,,RAPID-DASH-ESS-TWIN-MOCHA-XXL,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267473.jpg?v=1770825053,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,Rapid Dash Essentials 2.0 Twinset - Volcano Grey/Black,"<p data-start=""89"" data-end=""456"">The Rapid Dash Essentials 2.0 twinset combines the Rapid Dash Tee, designed for breathable, all-day wear, with the Essentials 2.0 Short, crafted for mobility and ease. Perfect for training sessions, weekend runs, or casual street style, this set keeps you cool, comfortable, and ready to move.</p>
<p data-start=""458"" data-end=""477"">Key Features:</p>
<ul>
<li data-start=""480"" data-end=""559"">Rapid Dash Tee: Lightweight, moisture-wicking fabric for all-day comfort.</li>
<li data-start=""562"" data-end=""649"">Essentials Short: Flexible fit with a secure waistband for unrestricted movement.</li>
<li data-start=""652"" data-end=""718"">Versatile Style: Designed to be worn together or separately.</li>
<li data-start=""721"" data-end=""795"">Performance-Ready: Ideal for workouts, athleisure, or everyday wear.</li>
</ul>
<p data-start=""559"" data-end=""680"" data-is-last-node="""" data-is-only-node="""">This set comprises of the Rapid Dash 2.0 Tee and the Essentials 2.0 Shorts.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BUNDLE, BUNDLES, Connell, NEW IN, Nosto New In Test, Peak, Runners, RUNNING, SET, SETS",true,Size,XS,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-XS,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267470_675d60b8-7de5-4600-be16-cb4a08e733af.jpg?v=1771252199,1,"",false,,,,,,essentials-2-0-short-black; rapid-dash-tee-black,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/Black.png?v=1751894382,rapid-dash-essentials-2-0-twinset-mocha; rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,,,,,,,essentials-2-0-short-black; rapid-dash-tee-black,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,S,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-S,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267473_3c219f01-bf90-472f-94ce-dfecef6e334d.jpg?v=1771252199,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,M,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-M,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267465_aec6335d-f6e7-4216-9953-1144a9e07736.jpg?v=1771252199,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,L,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-L,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267466.jpg?v=1771252199,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,XL,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-XL,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267468_05fb062b-1510-429e-8583-b421b91f6204.jpg?v=1771252199,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,XXL,,,,,,,,RAPID-DASH-ESS-TWIN-BLK-XXL,400.0,shopify,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267469_4f1ed3e6-5216-4fac-8ca4-d881a523ac77.jpg?v=1771252199,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267471_7e249600-e33a-4ab6-8b1a-cc70a25ea905.jpg?v=1770825288,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-essentials-2-0-twinset-volcano-grey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267472_38e262f5-8891-4bbc-8c5a-35e7c4f45823.jpg?v=1770825288,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,Rapid Dash Seamless Twinset - Mocha,"<p data-start=""89"" data-end=""456"">The Rapid Dash Seamless Twinset combines the Rapid Dash Tee, designed for breathable, all-day wear, with the Essentials 2.0 Short, crafted for mobility and ease. Perfect for training sessions, weekend runs, or casual street style, this set keeps you cool, comfortable, and ready to move.</p>
<p data-start=""458"" data-end=""477"">Key Features:</p>
<ul>
<li data-start=""480"" data-end=""559"">Rapid Dash Seamless Tee: Lightweight, Seamless fabric for all-day comfort.</li>
<li data-start=""562"" data-end=""649"">Essentials Short: Flexible fit with a secure waistband for unrestricted movement.</li>
<li data-start=""652"" data-end=""718"">Versatile Style: Designed to be worn together or separately.</li>
<li data-start=""721"" data-end=""795"">Performance-Ready: Ideal for workouts, athleisure, or everyday wear.</li>
</ul>
<p data-start=""559"" data-end=""680"" data-is-last-node="""" data-is-only-node="""">This set comprises of the Rapid Dash Seamless Tee and the Essentials 2.0 Shorts.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BESTSELLER, BUNDLE, BUNDLES, Connell, NEW IN, Nosto New In Test, Peak, Runners, RUNNING, RUNNING AND TRAINING, SET, SETS",true,Size,XS,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-XS,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267438_56d433e9-95f9-4362-87b0-cb080d5173a3.jpg?v=1771252189,1,"",false,,,,,,essentials-2-short-mocha; rapid-dash-seamless-tee-mocha,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/pale_taupe.png?v=1752156425,rapid-dash-seamless-twinset-mocha; rapid-dash-seamless-twinset-volcano-grey-black; rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,,,,,,,essentials-2-short-mocha; rapid-dash-seamless-tee-mocha,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-seamless-twinset-mocha,,,,,,,,,S,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-S,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267443.jpg?v=1771252189,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,,,,,,,,,M,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-M,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267439_f8b53658-7229-46d0-b1b3-1b1e1580119f.jpg?v=1771252189,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,,,,,,,,,L,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-L,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267432_e342004f-9ff0-4434-b900-93d8e075f9f2.jpg?v=1771252189,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,,,,,,,,,XL,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-XL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267434.jpg?v=1771252189,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,,,,,,,,,XXL,,,,,,,,RD-SEAMLESS-TWIN-MOCHA-XXL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267436_9659b7f7-7792-4ec4-a52e-5dc4b9bd297b.jpg?v=1771252189,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-mocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267437_eb389f57-7071-4301-8983-7f35cae10a60.jpg?v=1771252189,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-volcano-grey-black,Rapid Dash Seamless Twinset - Volcano Grey/Black,"<p data-start=""89"" data-end=""456"">The Rapid Dash Seamless Twinset combines the Rapid Dash Tee, designed for breathable, all-day wear, with the Essentials 2.0 Short, crafted for mobility and ease. Perfect for training sessions, weekend runs, or casual street style, this set keeps you cool, comfortable, and ready to move.</p>
<p data-start=""458"" data-end=""477"">Key Features:</p>
<ul>
<li data-start=""480"" data-end=""559"">Rapid Dash Seamless Tee: Lightweight, Seamless fabric for all-day comfort.</li>
<li data-start=""562"" data-end=""649"">Essentials Short: Flexible fit with a secure waistband for unrestricted movement.</li>
<li data-start=""652"" data-end=""718"">Versatile Style: Designed to be worn together or separately.</li>
<li data-start=""721"" data-end=""795"">Performance-Ready: Ideal for workouts, athleisure, or everyday wear.</li>
</ul>
<p data-start=""559"" data-end=""680"" data-is-last-node="""" data-is-only-node="""">This set comprises of the Rapid Dash Seamless Tee and the Essentials 2.0 Shorts.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BESTSELLER, BUNDLE, BUNDLES, Connell, exclude from Shoptimise feed, NEW IN, Nosto New In Test, Peak, Runners, RUNNING, RUNNING AND TRAINING, SET, SETS",true,Size,XS,,,,,,,,RD-SEAMLESS-TWIN-BLK-XS,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267482_e8196d60-e3f0-4e66-98c8-8761120a976f.jpg?v=1771252178,1,"",false,,,,,,rapid-dash-seamless-tee-black-grey; essentials-2-0-short-black,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/Black.png?v=1751894382,rapid-dash-seamless-twinset-mocha; rapid-dash-seamless-twinset-volcano-grey-black; rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,,,,,,,rapid-dash-seamless-tee-black-grey; essentials-2-0-short-black,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-seamless-twinset-volcano-grey-black,,,,,,,,,S,,,,,,,,RD-SEAMLESS-TWIN-BLK-S,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267481_663fc941-ab2b-4998-a818-3f7dbd2f08ed.jpg?v=1771252178,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-volcano-grey-black,,,,,,,,,M,,,,,,,,RD-SEAMLESS-TWIN-BLK-M,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267483_7704c943-b20a-44d6-8273-e411527e1746.jpg?v=1771252178,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-volcano-grey-black,,,,,,,,,L,,,,,,,,RD-SEAMLESS-TWIN-BLK-L,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267476_9c733543-9feb-43d1-a8f9-0c6d85574cb1.jpg?v=1771252178,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-volcano-grey-black,,,,,,,,,XL,,,,,,,,RD-SEAMLESS-TWIN-BLK-XL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267479_38bba488-7726-4eb7-8ae3-a423a6f2b1e4.jpg?v=1771252178,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-volcano-grey-black,,,,,,,,,XXL,,,,,,,,RD-SEAMLESS-TWIN-BLK-XXL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267477.jpg?v=1771252178,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-voltage-blue,Rapid Dash Seamless Twinset - Voltage Blue,"<p data-start=""89"" data-end=""456"">The Rapid Dash Seamless Twinset combines the Rapid Dash Tee, designed for breathable, all-day wear, with the Essentials 2.0 Short, crafted for mobility and ease. Perfect for training sessions, weekend runs, or casual street style, this set keeps you cool, comfortable, and ready to move.</p>
<p data-start=""458"" data-end=""477"">Key Features:</p>
<ul>
<li data-start=""480"" data-end=""559"">Rapid Dash Seamless Tee: Lightweight, Seamless fabric for all-day comfort.</li>
<li data-start=""562"" data-end=""649"">Essentials Short: Flexible fit with a secure waistband for unrestricted movement.</li>
<li data-start=""652"" data-end=""718"">Versatile Style: Designed to be worn together or separately.</li>
<li data-start=""721"" data-end=""795"">Performance-Ready: Ideal for workouts, athleisure, or everyday wear.</li>
</ul>
<p data-start=""559"" data-end=""680"" data-is-last-node="""" data-is-only-node="""">This set comprises of the Rapid Dash Seamless Tee and the Essentials 2.0 Shorts.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BESTSELLER, BUNDLE, BUNDLES, Connell, NEW IN, Nosto New In Test, Peak, Runners, RUNNING, SET, SETS",true,Size,XS,,,,,,,,RD-SEAMLESS-TWIN-BLUE-XS,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267408_008396be-7e02-40c5-aa92-4e2213e1a919.jpg?v=1771252164,1,"",false,,,,,,rapid-dash-seamless-tee-blue; essentials-2-short-voltage-blue,,,,,,,rapid-dash-seamless-twinset-mocha; rapid-dash-seamless-twinset-volcano-grey-black; rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,,,,,,,rapid-dash-seamless-tee-blue; essentials-2-short-voltage-blue,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,S,,,,,,,,RD-SEAMLESS-TWIN-BLUE-S,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267415_25164c90-7130-423a-8e37-153ac192ed61.jpg?v=1771252164,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,M,,,,,,,,RD-SEAMLESS-TWIN-BLUE-M,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267403_52fb4b82-4671-4803-bb8b-90dfce0b2c70.jpg?v=1771252164,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,L,,,,,,,,RD-SEAMLESS-TWIN-BLUE-L,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267405_63f9a934-9146-44f6-bdab-c21ab6f09d7f.jpg?v=1771252164,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,XL,,,,,,,,RD-SEAMLESS-TWIN-BLUE-XL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267406_be3d07fa-0d71-4b1d-b9f0-2c0a556606ab.jpg?v=1771252164,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-seamless-twinset-voltage-blue,,,,,,,,,XXL,,,,,,,,RD-SEAMLESS-TWIN-BLUE-XXL,400.0,shopify,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267409_31caeed1-da2b-4467-91ca-b0c656db08d9.jpg?v=1770825149,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
